게임 이름,플랫폼 이름,이미지,원가,할인율,할인가,장르,연령 등급,유저 평점,유저 리뷰,사이트 URL
PC Building Simulator - EVGA Workshop,Steam,https://image.directg.net/upload/product/goods_1629170237_simg.png,"\6,500",8%,"\6,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002913
Europa Universalis IV: Leviathan,Steam,https://image.directg.net/upload/product/goods_1618561138_simg.jpg,"\22,000",10%,"\19,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002658
Turnip Boy Commits Tax Evasion,Steam,https://image.directg.net/upload/product/goods_1623290995_simg.jpg,"\15,500",4%,"\14,900",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002759
Buildings Have Feelings Too!,Steam,https://image.directg.net/upload/product/goods_1745546129_simg.jpg,"\20,500",3%,"\19,800",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005386
Stellaris: Nemesis,Steam,https://image.directg.net/upload/product/goods_1615953001_simg.jpg,"\22,000",10%,"\19,800",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002567
Godstrike,Steam,https://image.directg.net/upload/product/goods_1680501232_simg.jpg,"\6,300",6%,"\5,900",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004099
Days Gone,Steam,https://image.directg.net/upload/product/goods_1684287342_simg.jpg,"\44,800",7%,"\41,800",액션/어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002856
The Darkside Detective: A Fumble in the Dark,Steam,https://image.directg.net/upload/product/goods_1672365082_simg.jpg,"\16,500",12%,"\14,500",어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50003896
Ghostrunner - Metal OX Pack,Steam,https://image.directg.net/upload/product/goods_1618365036_simg.jpg,"\5,700",12%,"\5,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002653
Scarlet Hood and the Wicked Wood,Steam,https://image.directg.net/upload/product/goods_1677811888_simg.jpg,"\16,500",10%,"\14,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004025
8Doors: Arum's Afterlife Adventure,Steam,https://image.directg.net/upload/product/goods_1616056259_simg.jpg,"\21,000",6%,"\19,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002577
Euro Truck Simulator 2 - Iberia,Steam,https://image.directg.net/upload/product/goods_1660877809_simg.jpg,가격 정보 없음,할인 없음,가격 정보 없음,시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003619
Across the Obelisk,Steam,https://image.directg.net/upload/product/goods_1715580391_simg.jpg,"\22,000",10%,"\19,800",롤플레잉,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004722
Before Your Eyes,Steam,https://image.directg.net/upload/product/goods_1729068525_simg.jpg,"\11,000",10%,"\9,900",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004988
Lost Words: Beyond the Page,Steam,https://image.directg.net/upload/product/goods_1623201057_simg.jpg,"\15,500",8%,"\14,300",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002757
Nanotale - Typing Chronicles,Steam,https://image.directg.net/upload/product/goods_1661324658_simg.jpg,"\20,500",3%,"\19,800",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003633
Narita Boy,Steam,https://image.directg.net/upload/product/goods_1657535800_simg.jpg,"\26,000",4%,"\25,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50003486
Kaze and the Wild Masks,Steam,https://image.directg.net/upload/product/goods_1753753645_simg.jpg,"\16,500",87%,"\2,200",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005633
Spacebase Startopia - Standard Edition,Steam,https://image.directg.net/upload/product/goods_1616380143_simg.jpg,"\47,200",16%,"\39,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002582
Spacebase Startopia - Extended Edition,Steam,https://image.directg.net/upload/product/goods_1616381557_simg.jpg,"\49,000",15%,"\41,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002583
Sid Meier's Civilization VI - Portugal Pack(Steam),Steam,https://image.directg.net/upload/product/goods_1617087490_simg.jpg,"\5,900",5%,"\5,600",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002611
Sid Meier's Civilization VI - Portugal Pack,Epic Games,https://image.directg.net/upload/product/goods_1617088288_simg.jpg,"\5,900",5%,"\5,600",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002612
Dandy Ace,Steam,https://image.directg.net/upload/product/goods_1750742263_simg.jpg,"\20,500",할인 없음,"\20,500",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005521
MazM: The Phantom of the Opera,Steam,https://image.directg.net/upload/product/goods_1617075512_simg.jpg,"\15,000",할인 없음,"\15,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002574
The Legend of Heroes: Sen no Kiseki III,Steam,https://image.directg.net/upload/product/goods_1616064565_simg.jpg,"\49,800",할인 없음,"\49,800",롤플레잉,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002578
The Legend of Heroes: Sen no Kiseki III - DLC Pack,Steam,https://image.directg.net/upload/product/goods_1736991871_simg.jpg,"\14,800",할인 없음,"\14,800",롤플레잉,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005175
Hunting Simulator 2 Elite Edition,Steam,https://image.directg.net/upload/product/goods_1618368212_simg.jpg,"\68,200",12%,"\59,800",스포츠,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002659
Puyo Puyo Tetris 2,Steam,https://image.directg.net/upload/product/goods_1615440327_simg.jpg,"\49,800",14%,"\43,000",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002564
Overcooked! All You Can Eat,Steam,https://image.directg.net/upload/product/goods_1657529710_simg.jpg,"\41,000",3%,"\39,800",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003493
Mr. Prepper,Steam,https://image.directg.net/upload/product/goods_1732091947_simg.jpg,"\21,500",8%,"\19,800",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005086
QV,Steam,https://image.directg.net/upload/product/goods_1616036242_simg.jpg,"\14,800",할인 없음,"\14,800",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002573
The Outer Worlds: Murder on Eridanos,Steam,https://image.directg.net/upload/product/goods_1753415517_simg.jpg,"\17,000",5%,"\16,100",롤플레잉,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005629
The Outer Worlds: Non-Mandatory Corporate-Sponsored Bundle,Steam,https://image.directg.net/upload/product/goods_1753415814_simg.jpg,"\58,200",7%,"\54,000",롤플레잉,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005630
Pile Up! Box by Box,Steam,https://image.directg.net/upload/product/goods_1698730511_simg.jpg,"\15,000",8%,"\13,800",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004441
Crusader Kings III: Northern Lords,Steam,https://image.directg.net/upload/product/goods_1615887726_simg.jpg,"\15,000",10%,"\13,500",전략,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002565
Surviving Mars: In-Dome Buildings Pack,Steam,https://image.directg.net/upload/product/goods_1615888873_simg.jpg,"\5,600",11%,"\5,000",시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002566
Total War: THREE KINGDOMS - Fates Divided,Steam,https://image.directg.net/upload/product/goods_1614679750_simg.jpg,"\10,500",10%,"\9,400",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002553
Size Matters,Steam,https://image.directg.net/upload/product/goods_1675735934_simg.jpg,"\11,000",10%,"\9,900",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003969
Plebby Quest: The Promised Land,Steam,https://image.directg.net/upload/product/goods_1618195643_simg.jpg,"\10,500",7%,"\9,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002655
Plebby Quest: The Crusades - Plebby Quest Edition,Steam,https://image.directg.net/upload/product/goods_1618215698_simg.jpg,"\27,900",4%,"\26,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002656
Loop Hero,Steam,https://image.directg.net/upload/product/goods_1639027740_simg.jpg,"\16,500",4%,"\15,800",롤플레잉,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003122
The Life and Suffering of Sir Brante,Steam,https://image.directg.net/upload/product/goods_1666579787_simg.jpg,"\20,500",9%,"\18,700",어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50003735
Overpass,Steam,https://image.directg.net/upload/product/goods_1616548712_simg.jpg,"\31,000",17%,"\25,800",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002592
Overpass Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1616549571_simg.jpg,"\41,600",16%,"\34,800",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002593
Shutter Nyan! Enhanced Edition,Steam,https://image.directg.net/upload/product/goods_1666246213_simg.jpg,"\15,000",할인 없음,"\15,000",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003732
The Legend of Heroes: Sen no Kiseki II KAI -The Erebonian Civil War-,Steam,https://image.directg.net/upload/product/goods_1613383374_simg.jpg,"\36,800",할인 없음,"\36,800",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002529
Yakuza: Like a Dragon,Steam,https://image.directg.net/upload/product/goods_1614680761_simg.jpg,"\19,800",10%,"\17,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002554
Yakuza: Like a Dragon Legendary Hero Edition,Steam,https://image.directg.net/upload/product/goods_1614930684_simg.jpg,"\29,800",10%,"\26,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002556
Yakuza: Like a Dragon Hero Edition,Steam,https://image.directg.net/upload/product/goods_1614928915_simg.jpg,"\22,800",9%,"\20,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002560
TRANSFORMERS: BATTLEGROUNDS - Shattered Spacebridge,Steam,https://image.directg.net/upload/product/goods_1645064979_simg.jpg,"\2,200",9%,"\2,000",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003221
DOTORI,Steam,https://image.directg.net/upload/product/goods_1613983694_simg.jpg,"\12,500",할인 없음,"\12,500",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002544
Lumberjack's Dynasty,Steam,https://image.directg.net/upload/product/goods_1721183264_simg.jpg,"\22,900",9%,"\20,900",시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004833
Moving Out - Movers in Paradise,Steam,https://image.directg.net/upload/product/goods_1657614253_simg.jpg,"\7,900",5%,"\7,500",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003483
Persona 5 Strikers,Steam,https://image.directg.net/upload/product/goods_1613384958_simg.jpg,"\69,800",14%,"\59,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002530
Persona 5 Strikers - Digital Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1613385951_simg.jpg,"\74,800",17%,"\62,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002531
Two Point Hospital: A Stitch in Time,Steam,https://image.directg.net/upload/product/goods_1626944301_simg.jpg,"\9,500",7%,"\8,800",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002831
Curse of the Dead Gods,Steam,https://image.directg.net/upload/product/goods_1614131491_simg.jpg,"\22,800",할인 없음,"\22,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002374
Worms Rumble - Cats & Dogs Double Pack,Steam,https://image.directg.net/upload/product/goods_1657101536_simg.jpg,"\5,500",5%,"\5,200",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003511
Worms Rumble - Honor & Death Pack,Steam,https://image.directg.net/upload/product/goods_1657104582_simg.jpg,"\5,500",5%,"\5,200",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003513
Rustler,Steam,https://image.directg.net/upload/product/goods_1622016521_simg.jpg,"\26,000",5%,"\24,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002726
Necromunda: Underhive Wars - Gangs Bundle,Steam,https://image.directg.net/upload/product/goods_1613695945_simg.jpg,"\9,000",할인 없음,"\9,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002535
Necromunda: Underhive Wars - Gold Edition,Steam,https://image.directg.net/upload/product/goods_1613616238_simg.jpg,"\34,000",할인 없음,"\34,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002536
Tales from the Borderlands,Steam,https://image.directg.net/upload/product/goods_1613559344_simg.jpg,"\22,800",8%,"\21,000",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002538
Tales from the Borderlands,Epic Games,https://image.directg.net/upload/product/goods_1614143543_simg.jpg,"\22,800",8%,"\21,000",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002549
Imperator: Rome - Heirs of Alexander Content Pack,Steam,https://image.directg.net/upload/product/goods_1613438903_simg.jpg,"\11,000",10%,"\9,900",전략/시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002532
For The King: Lost Civilization Adventure Pack,Steam,https://image.directg.net/upload/product/goods_1614920313_simg.jpg,"\6,500",8%,"\6,000",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50002561
GUNBARICH,Steam,https://image.directg.net/upload/product/goods_1681119574_simg.jpg,"\10,500",7%,"\9,800",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004114
For The King - Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1639013939_simg.png,"\22,900",14%,"\19,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003117
Assetto Corsa Competizione - British GT Pack,Steam,https://image.directg.net/upload/product/goods_1649296805_simg.jpg,"\16,000",할인 없음,"\16,000",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003317
