게임 이름,원가,할인가,사이트 URL,할인율,유저 평점,유저 리뷰,플랫폼 이름,이미지,장르,연령 등급
Granblue Fantasy Versus: Rising - Deluxe Character Pass 1,"\54,800","\48,800",https://directg.net/game/game_page.html?product_code=50005281,11%,,,Steam,https://image.directg.net/upload/product/goods_1740473611_simg.jpg,액션,12세 이용가
Granblue Fantasy Versus: Rising - Premium Avatar Set (Umamusume: Pretty Derby),"\14,500","\12,800",https://directg.net/game/game_page.html?product_code=50005284,12%,,,Steam,https://image.directg.net/upload/product/goods_1740474674_simg.jpg,액션,12세 이용가
Granblue Fantasy Versus: Rising - System Voice Set,"\22,800","\19,800",https://directg.net/game/game_page.html?product_code=50005285,13%,,,Steam,https://image.directg.net/upload/product/goods_1740475193_simg.jpg,액션,12세 이용가
Darkest Dungeon II: The Binding Blade,"\11,000","\6,900",https://directg.net/game/game_page.html?product_code=50004574,37%,,,Steam,https://image.directg.net/upload/product/goods_1707202830_simg.jpg,롤플레잉,15세 이용가
ASTRONEER Athleisure Bundle,"\16,500","\15,400",https://directg.net/game/game_page.html?product_code=50005090,7%,,,Steam,https://image.directg.net/upload/product/goods_1732165992_simg.jpg,액션/어드벤쳐,전체 이용가
ASTRONEER Essential Bundle,"\53,000","\49,800",https://directg.net/game/game_page.html?product_code=50005091,6%,,,Steam,https://image.directg.net/upload/product/goods_1732166293_simg.jpg,액션/어드벤쳐,전체 이용가
ASTRONEER Suit Bundle,"\21,500","\19,800",https://directg.net/game/game_page.html?product_code=50005093,8%,,,Steam,https://image.directg.net/upload/product/goods_1732167228_simg.jpg,액션/어드벤쳐,전체 이용가
"Across the Obelisk: Amelia, the Queen","\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50004726,11%,,,Steam,https://image.directg.net/upload/product/goods_1715582716_simg.jpg,롤플레잉,15세 이용가
Against the Storm,"\29,900","\27,500",https://directg.net/game/game_page.html?product_code=50004255,8%,,,Steam,https://image.directg.net/upload/product/goods_1702001363_simg.jpg,전략/시뮬레이션,15세 이용가
Shadow Gambit: Yuki's Wish,"\14,900","\14,900",https://directg.net/game/game_page.html?product_code=50005162,0%,,,Steam,https://image.directg.net/upload/product/goods_1736407723_simg.jpg,전략/시뮬레이션,15세 이용가
Shadow Gambit: Zagan's Ritual,"\14,900","\14,900",https://directg.net/game/game_page.html?product_code=50005163,0%,,,Steam,https://image.directg.net/upload/product/goods_1736407929_simg.jpg,전략/시뮬레이션,15세 이용가
Metal: Hellsinger - Purgatory,"\6,800","\6,200",https://directg.net/game/game_page.html?product_code=50004500,9%,,,Steam,https://image.directg.net/upload/product/goods_1701843624_simg.jpg,액션/어드벤쳐,15세 이용가
Metal: Hellsinger - Complete Edition,"\48,900","\44,000",https://directg.net/game/game_page.html?product_code=50004501,10%,,,Steam,https://image.directg.net/upload/product/goods_1701844108_simg.jpg,액션/어드벤쳐,15세 이용가
"Northgard - Vordr, Clan of the Owl","\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50004502,11%,,,Steam,https://image.directg.net/upload/product/goods_1701911240_simg.jpg,전략,12세 이용가
DJMAX RESPECT V - V EXTENSION V PACK,"\24,800","\22,500",https://directg.net/game/game_page.html?product_code=50004503,9%,,,Steam,https://image.directg.net/upload/product/goods_1701933074_simg.jpg,시뮬레이션,15세 이용가
DJMAX RESPECT V - V EXTENSION V Original Soundtrack,"\9,800","\9,000",https://directg.net/game/game_page.html?product_code=50004504,8%,,,Steam,https://image.directg.net/upload/product/goods_1701933582_simg.jpg,시뮬레이션,15세 이용가
Darkest Dungeon II: Oblivion Edition,품절,품절,https://directg.net/game/game_page.html?product_code=50004633,0%,,,Steam,https://image.directg.net/upload/product/goods_1710406822_simg.jpg,롤플레잉,15세 이용가
Gangs of Sherwood,"\42,000","\39,800",https://directg.net/game/game_page.html?product_code=50004399,5%,,,Steam,https://image.directg.net/upload/product/goods_1696553739_simg.jpg,액션,15세 이용가
Gangs of Sherwood - Lionheart Edition,"\53,000","\49,800",https://directg.net/game/game_page.html?product_code=50004400,6%,,,Steam,https://image.directg.net/upload/product/goods_1696555088_simg.jpg,액션,15세 이용가
Jurassic World Evolution 2: Cretaceous Predator Pack,"\8,500","\8,000",https://directg.net/game/game_page.html?product_code=50004493,6%,,,Steam,https://image.directg.net/upload/product/goods_1701334170_simg.jpg,전략,12세 이용가
Dead by Daylight - Chucky Chapter,"\5,500","\5,500",https://directg.net/game/game_page.html?product_code=50005635,0%,,,Steam,https://directg.net/upload/product/goods_1753842018_simg.jpg,액션,19세 이용가
Ninja Issen,"\14,900","\14,900",https://directg.net/game/game_page.html?product_code=50004489,0%,,,Steam,https://image.directg.net/upload/product/goods_1700707261_simg.jpg,액션,15세 이용가
From Space - Operation Clear Skies,"\5,500","\5,000",https://directg.net/game/game_page.html?product_code=50004488,9%,,,Steam,https://image.directg.net/upload/product/goods_1700637635_simg.jpg,액션,12세 이용가
Worldless,"\23,200","\22,000",https://directg.net/game/game_page.html?product_code=50004487,5%,,,Steam,https://image.directg.net/upload/product/goods_1700553132_simg.jpg,액션/어드벤쳐,전체 이용가
Stellaris: Astral Planes,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=50004452,10%,,,Steam,https://image.directg.net/upload/product/goods_1699339398_simg.jpg,전략,전체 이용가
Persona 5 Tactica,"\69,800","\64,800",https://directg.net/game/game_page.html?product_code=50004233,7%,,,Steam,https://image.directg.net/upload/product/goods_1687769678_simg.jpg,롤플레잉,12세 이용가
Persona 5 Tactica - Digital Deluxe Edition,"\89,800","\81,900",https://directg.net/game/game_page.html?product_code=50004234,9%,,,Steam,https://image.directg.net/upload/product/goods_1687770734_simg.jpg,롤플레잉,12세 이용가
The Last Faith,"\27,900","\27,900",https://directg.net/game/game_page.html?product_code=50004466,0%,,,Steam,https://image.directg.net/upload/product/goods_1699583973_simg.jpg,액션,15세 이용가
Skul: The Hero Slayer - Mythology Pack,"\4,500","\4,200",https://directg.net/game/game_page.html?product_code=50004474,7%,,,Steam,https://image.directg.net/upload/product/goods_1700037954_simg.jpg,액션,12세 이용가
Astral Ascent,"\26,000","\24,800",https://directg.net/game/game_page.html?product_code=50004042,5%,,,Steam,https://image.directg.net/upload/product/goods_1747099089_simg.jpg,액션,12세 이용가
KarmaZoo,"\11,000","\10,500",https://directg.net/game/game_page.html?product_code=50004658,5%,,,Steam,https://image.directg.net/upload/product/goods_1711505987_simg.jpg,캐주얼,전체 이용가
Victoria 3: Colossus of the South,"\7,000","\6,200",https://directg.net/game/game_page.html?product_code=50004469,11%,,,Steam,https://image.directg.net/upload/product/goods_1699854366_simg.jpg,전략,12세 이용가
Remnant II - The Awakened King,"\10,600","\10,600",https://directg.net/game/game_page.html?product_code=50004475,0%,,,Steam,https://image.directg.net/upload/product/goods_1700039013_simg.jpg,액션,15세 이용가
Remnant II - DLC Bundle,"\26,000","\26,000",https://directg.net/game/game_page.html?product_code=50004477,0%,,,Steam,https://image.directg.net/upload/product/goods_1700112207_simg.jpg,액션,15세 이용가
Farming Simulator 22 - Premium Expansion,"\22,000","\20,900",https://directg.net/game/game_page.html?product_code=50004646,5%,,,Steam,https://image.directg.net/upload/product/goods_1711006955_simg.jpg,시뮬레이션,전체 이용가
SUPER CRAZY RHYTHM CASTLE,"\48,700","\44,000",https://directg.net/game/game_page.html?product_code=50004451,10%,,,Steam,https://image.directg.net/upload/product/goods_1699335608_simg.jpg,액션,전체 이용가
Dungeons 4,"\59,000","\59,000",https://directg.net/game/game_page.html?product_code=50004426,0%,,,Steam,https://image.directg.net/upload/product/goods_1697708714_simg.jpg,전략/시뮬레이션,19세 이용가
Dungeons 4 Deluxe Edition,"\70,800","\70,800",https://directg.net/game/game_page.html?product_code=50004427,0%,,,Steam,https://image.directg.net/upload/product/goods_1697709486_simg.jpg,전략/시뮬레이션,19세 이용가
Crusader Kings III: Legacy of Persia,"\15,000","\13,500",https://directg.net/game/game_page.html?product_code=50004443,10%,,,Steam,https://image.directg.net/upload/product/goods_1698823770_simg.jpg,전략,19세 이용가
Heads Up! Phones Down Edition,"\42,000","\38,500",https://directg.net/game/game_page.html?product_code=50004515,8%,,,Steam,https://image.directg.net/upload/product/goods_1702370075_simg.jpg,캐주얼,15세 이용가
SANABI,"\15,500","\15,500",https://directg.net/game/game_page.html?product_code=50004132,0%,,,Steam,https://image.directg.net/upload/product/goods_1682385253_simg.jpg,액션,12세 이용가
Like a Dragon Gaiden: The Man Who Erased His Name,"\49,800","\45,000",https://directg.net/game/game_page.html?product_code=50004203,10%,,,Steam,https://image.directg.net/upload/product/goods_1686554476_simg.jpg,액션,19세 이용가
Like a Dragon Gaiden: The Man Who Erased His Name Deluxe Edition,"\54,800","\49,000",https://directg.net/game/game_page.html?product_code=50004459,11%,,,Steam,https://image.directg.net/upload/product/goods_1699507502_simg.jpg,액션,19세 이용가
TT Isle Of Man: Ride on the Edge 3 - 2023 TT races roaster,"\16,500","\13,000",https://directg.net/game/game_page.html?product_code=50004460,21%,,,Steam,https://image.directg.net/upload/product/goods_1699520612_simg.jpg,레이싱/스포츠,전체 이용가
Age of Wonders 4: Empires & Ashes,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=50004442,10%,,,Steam,https://image.directg.net/upload/product/goods_1698822328_simg.jpg,전략,15세 이용가
Roboquest,"\30,000","\28,000",https://directg.net/game/game_page.html?product_code=50004453,7%,,,Steam,https://image.directg.net/upload/product/goods_1699340724_simg.jpg,액션,전체 이용가
Nickelodeon All-Star Brawl 2,"\53,000","\44,000",https://directg.net/game/game_page.html?product_code=50004470,17%,,,Steam,https://image.directg.net/upload/product/goods_1699929889_simg.jpg,액션,전체 이용가
Football Manager 2024,"\59,000","\53,000",https://directg.net/game/game_page.html?product_code=50004360,10%,,,Steam,https://image.directg.net/upload/product/goods_1694596744_simg.jpg,시뮬레이션,전체 이용가
The Invincible,"\33,000","\15,400",https://directg.net/game/game_page.html?product_code=50004447,53%,,,Steam,https://image.directg.net/upload/product/goods_1699246949_simg.jpg,어드벤쳐,15세 이용가
The Invincible Deluxe Edition,"\40,100","\20,400",https://directg.net/game/game_page.html?product_code=50004448,49%,,,Steam,https://image.directg.net/upload/product/goods_1699248558_simg.jpg,어드벤쳐,15세 이용가
Europa Universalis IV: King of Kings,"\17,000","\15,400",https://directg.net/game/game_page.html?product_code=50004425,9%,,,Steam,https://image.directg.net/upload/product/goods_1697698368_simg.jpg,전략,12세 이용가
RoboCop: Rogue City,"\53,000","\42,000",https://directg.net/game/game_page.html?product_code=50004365,21%,,,Steam,https://image.directg.net/upload/product/goods_1695030612_simg.jpg,액션,19세 이용가
Robocop: Rogue City Alex Murphy Edition,"\63,000","\49,800",https://directg.net/game/game_page.html?product_code=50004398,21%,,,Steam,https://image.directg.net/upload/product/goods_1696485476_simg.jpg,액션,19세 이용가
For The King II,"\29,500","\27,500",https://directg.net/game/game_page.html?product_code=50004449,7%,,,Steam,https://image.directg.net/upload/product/goods_1699249687_simg.jpg,롤플레잉,12세 이용가
STAR OCEAN THE SECOND STORY R,"\59,800","\59,800",https://directg.net/game/game_page.html?product_code=50004239,0%,,,Steam,https://image.directg.net/upload/product/goods_1688021481_simg.jpg,롤플레잉,12세 이용가
The Talos Principle 2,"\32,000","\29,800",https://directg.net/game/game_page.html?product_code=50004527,7%,,,Steam,https://image.directg.net/upload/product/goods_1703038039_simg.jpg,어드벤쳐,12세 이용가
My Time at Sandrock Deluxe Edition,"\64,800","\56,800",https://directg.net/game/game_page.html?product_code=50004450,12%,,,Steam,https://image.directg.net/upload/product/goods_1699260216_simg.jpg,어드벤쳐,19세 이용가
My Time at Sandrock,"\44,800","\39,800",https://directg.net/game/game_page.html?product_code=50003740,11%,,,Steam,https://image.directg.net/upload/product/goods_1698938066_simg.jpg,어드벤쳐,19세 이용가
Headbangers: Rhythm Royale,"\22,500","\21,000",https://directg.net/game/game_page.html?product_code=50004401,7%,,,Steam,https://image.directg.net/upload/product/goods_1696986704_simg.jpg,캐주얼,15세 이용가
Headbangers: Rhythm Royale Deluxe Edition,"\33,000","\30,500",https://directg.net/game/game_page.html?product_code=50004402,8%,,,Steam,https://image.directg.net/upload/product/goods_1696987146_simg.jpg,캐주얼,15세 이용가
Ghostrunner 2,"\42,000","\42,000",https://directg.net/game/game_page.html?product_code=50004326,0%,,,Steam,https://image.directg.net/upload/product/goods_1692934918_simg.jpg,액션,19세 이용가
Ghostrunner 2 Deluxe Edition,"\51,200","\51,200",https://directg.net/game/game_page.html?product_code=50004327,0%,,,Steam,https://image.directg.net/upload/product/goods_1692936370_simg.jpg,액션,19세 이용가
Ghostrunner 2 Brutal Edition,"\71,600","\71,600",https://directg.net/game/game_page.html?product_code=50004328,0%,,,Steam,https://image.directg.net/upload/product/goods_1692937481_simg.jpg,액션,19세 이용가
Wetory,"\13,000","\12,100",https://directg.net/game/game_page.html?product_code=50004344,7%,,,Steam,https://image.directg.net/upload/product/goods_1693883205_simg.jpg,액션,전체 이용가
Session: Skate Sim - Abandoned Mall,"\8,900","\7,900",https://directg.net/game/game_page.html?product_code=50004430,11%,,,Steam,https://image.directg.net/upload/product/goods_1698307626_simg.jpg,시뮬레이션,15세 이용가
CRYMACHINA,"\69,800","\64,800",https://directg.net/game/game_page.html?product_code=50004536,7%,,,Steam,https://image.directg.net/upload/product/goods_1704784422_simg.jpg,액션,15세 이용가
CRYMACHINA Deluxe Edition,"\78,800","\72,800",https://directg.net/game/game_page.html?product_code=50004539,8%,,,Steam,https://image.directg.net/upload/product/goods_1704785992_simg.jpg,액션,15세 이용가
CRYMACHINA Ultimate Edition (June 2024 Update),"\105,600","\95,800",https://directg.net/game/game_page.html?product_code=50004540,9%,,,Steam,https://image.directg.net/upload/product/goods_1704786320_simg.jpg,액션,15세 이용가
Insurgency: Sandstorm - Ultimate Edition,"\79,800","\79,800",https://directg.net/game/game_page.html?product_code=50004432,0%,,,Steam,https://image.directg.net/upload/product/goods_1698374288_simg.jpg,액션,19세 이용가
Insurgency: Sandstorm - Year 1+2+3 Bundle,"\68,100","\68,100",https://directg.net/game/game_page.html?product_code=50004433,0%,,,Steam,https://image.directg.net/upload/product/goods_1698374821_simg.jpg,액션,19세 이용가
